"But ICE has faced criticism of its own over not seeking a judicial warrant to legally obtain custody of Garcia Zarate when it discovered he had been transferred into San Francisco's custody.
",-1
"The agency has argued that obtaining judicial warrants are unnecessary and would place too much burden on ICE officials and federal courts.
",-1
"Though the agency did issue a request to the city to detain Garcia Zarate until ICE officials could pick him up, their detainer requests are not signed by a judge and are therefore not legally binding.
",-1
"San Francisco's policy is to ignore such requests if they are not accompanied by judge-signed warrants, and the city has cited federal court cases concluding that such detentions violate inmates' Fourth Amendment rights.
",-1
"President Donald Trump immediately seized on the verdict on Thursday as evidence of the perils of ""Illegal Immigration.""
",-1
"Trump frequently villainized Garcia Zarate and cited Steinle's death during his presidential campaign, using the case to bolster his argument for a border wall and aid his crusade against ""sanctuary cities.""
",-1
"Early on Friday, Trump also falsely claimed on Twitter that Garcia Zarate had previously committed violent crimes and had illegally entered the US six times due to lax border security under the Obama administration.
",-1
"Trump tweeted.
",-1
"In fact, Garcia Zarate had never been convicted of a violent crime before Steinle's shooting — his previous convictions were for nonviolent drug crimes and illegal entry.
",-1
"Lax border security, too, does not appear to be a factor since Garcia Zarate was caught by border patrol agents each time he entered the country under the Obama administration.
",-1
"In contrast, Steinle's family has expressed nuanced views on immigration and ""sanctuary"" policies.
",-1
"They have both condemned Trump for ""sensationalizing"" Steinle's death to advance anti-immigration policies, and expressed frustration with San Francisco officials, who they believe went too far in refusing to cooperate with federal immigration authorities.
",-1
"U.S. judge frees Indonesian immigrant held by Trump order
",-1
"A U.S. judge on Wednesday ordered the release of an illegal immigrant who is among 47 Indonesians in New Hampshire challenging the Trump administration’s order to deport them.
",-1
"SPONSORED
",-1
"Rombot, part of a wave of Indonesian Christians who fled their country following deadly riots in 1998, learned of the policy change when he appeared for an Aug. 1 check-in with ICE and was arrested.
",-1
"“He walks out of the courthouse right now,” Chief U.S. District Judge Patti Saris said after concluding that Rombot’s detention violated his rights.
",-1
"He walked out of the U.S. District Court in Boston in his blue jail scrubs, without a chance to change into street clothes.
",-1
"Rombot’s lawyers said he was arrested despite a 2015 letter from ICE saying he would have a chance to prepare for an “orderly” departure.
",-1
"The judge cited that letter during Wednesday’s hearing in holding that Rombot’s detention despite ICE’s previous guidance violated his due process rights under the U.S. Constitution.
",-1
"“This is what intent was, that he would be given the opportunity to leave under his own steam and not under shackles,” she said.
",-1
"Outside the courtroom, Rombot said: “I just want to say thank you to my attorney, my pastor and all of my friends.”
",-1
"The U.S. Attorney’s office is considering an appeal, a spokeswoman said.
",-1
"ICE officials said the arrangement had always been a temporary one and that the agency always had discretion to deport the people covered by the arrangement.
",-1
"The Indonesians are part of an ethnic community of about 2,000 people clustered around the city of Dover in New Hampshire’s seacoast region.
",-1
"Members of the group and advocates say they fear they could face discrimination or violence if forced to return to the world’s largest Muslim-majority country.
",-1
"Their cause has drawn the support of Republican Governor Chris Sununu and New Hampshire’s all-Democratic congressional delegation, including U.S.
",-1
"Senator Jeanne Shaheen.
",-1
"Saris previously ordered a stay to the deportations.
",-1
"She is currently weighing whether she can order a longer delay to give the affected people time to renew their efforts to gain legal status.
",-1
"Here are all the sexual misconduct accusations against Sen. Al Franken
",-1
"Sen. Al Franken announced his resignationon the Senate floor Thursday morning, as Democratic calls for his resignation mount following the latest sexual misconduct accusations against him.
",-1
"About 30 Senate Democrats, starting with women, have urged the Minnesota Democrat to step down.
",-1
"Franken on Thursday denied most of the allegations, which started to surface last month.
",-1
"Here are the eight accusations he faces:
",-1
"Leeann Tweeden, a radio news anchor, says Franken groped and forcibly kissed her during a USO tour in 2006, before the former comedian was a senator.
",-1
"A photo also surfaced showing Franken looking at a camera while pretending to grab Tweeden's breasts as she was sleeping while clothed.
",-1
"The senator apologized for the photo but said he remembered the skit incident differently.
",-1
"Lindsay Menz says Franken grabbed her buttocks when the pair posed for a photo at the Minnesota State Fair in 2010.
",-1
"Franken later said he did not remember taking the picture but ""felt badly"" that Menz felt disrespected.
",-1
"Two other unidentified women told HuffPost that Franken grabbed their buttocks at separate events in 2007 and 2008.
",-1
"One of the women says Franken suggested that he and she should go to the bathroom together.
",-1
"Franken said he did not remember the events and denied asking anyone to visit the bathroom with him.
",-1
"Stephanie Kemplin, an Army veteran, says Franken put his hand on her breast during a USO tour in 2003.
",-1
"The senator has not appeared to respond specifically to the allegation.
",-1
"An unnamed former Democratic congressional aide told Politico that the senator tried to forcibly kiss her after he taped a radio show in 2006.
",-1
"She says she avoided the kiss, then heard Franken say ""it's my right as an entertainer.""
",-1
"Franken called the allegation ""categorically not true.""
",-1
"The senator has not specifically responded to that allegation.
",-1
"Trump formally nominates Gina Haspel to be next CIA director
",-1
"WASHINGTON — President Donald Trump formally notified Congress on Tuesday that deputy CIA director Gina Haspel is his pick to lead the agency.
",-1
"Trump tweeted last month that he had selected Haspel to replace Mike Pompeo, who is being considered to be secretary of state.
",-1
"But the president had not sent the formal paperwork to Capitol Hill.
",-1
"Logistical issues, including an FBI background check that took longer than expected, was to blame, according to a U.S. official, who was not authorized to discuss the issue and spoke only on condition of anonymity.
",-1
"Some lawmakers and human rights groups oppose Haspel’s nomination because of her role in the CIA’s detention and harsh interrogation of terror suspects after 9/11.
",-1
"The Senate intelligence committee is expected to have a confirmation hearing for Haspel in coming weeks, followed by a vote in the full Senate.
",-1
"Dallas Police Dept.
",-1
"fires officer who killed Botham Jean in his apartment
",-1
"The Dallas Police Department fired Officer Amber Guyger on Monday, two weeks after she was charged in the fatal shooting of her neighbor.
",-1
"This contradicted the police chief’s recent statements that she was unable to discipline the officer while a criminal investigation proceeded.
",-1
"Guyger allegedly walked into the apartment of the neighbor, Botham Jean, and fatally shot him Sept 6.
",-1
"When she was arrested three days later on manslaughter charges, Guyger said she confused Jean’s home for her own, confused Jean for an intruder, and shot him when he refused her commands, according to court documents.
",-1
"The victim’s family has disputed her account and said she had knocked on Jean’s door before killing him.
",-1
"The incident — one of more than 700 police killings counted by The Washington Post this year — sparked criticism against the police department, which waited days to arrest Guyger, then went weeks without disciplining her even though she was placed on leave.
",-1
"“The delay raised questions about why investigators held off on arresting the officer and about whether law enforcement authorities were showing deferential treatment for one of their own,” Kristine Phillips and Deanna Paul wrote for The Post.
",-1
"After repeated protests, Police Chief U. Reneé Hall gave contradictory explanations last week for why she could not fire the officer.
",-1
"She told a town hall that “local, state and federal laws prohibit me from taking action,” according to ABC affiliate WFAA.
",-1
"Two days later, the Dallas Morning News reported that police could fire Guyger but did not plan to review her employment until a criminal investigation wrapped up — probably months away.
",-1
"In a statement, Hall said that any disciplinary investigation would risk compromising the criminal case.
",-1
"“That is not a risk I am willing to take,” she said.
",-1
"Police did not explain what changed by Monday, when the department announced that an internal-affairs investigation had been launched and already “concluded” that Guyger’s arrest was a fireable offense.
",-1
"The officer, who was hired in late 2013, was terminated during a hearing Monday morning “for her actions.”
",-1
"The statement notes that Guyger can appeal her firing.
",-1
"Police did not comment on whether Hall is still worried that the termination might affect the criminal investigation.
",-1
"As Paul wrote for The Post, the more significant legal questions are whether Guyger is prosecuted as a police officer or civilian and whether a jury decides she acted reasonably in using deadly force.
",-1
"The president is doubling down on an increasingly risky candidate.
",-1
"To begin with, Trump has outsourced his judicial nominations to outside, party-aligned groups, the Heritage Foundation and the Federalist Society.
",-1
"That included an unusually central role for the Federalist Society’s Leonard Leo.
",-1
"That wasn’t entirely a Trump mistake.
",-1
"The party was worried that Trump might turn out not to be a conservative; to reassure them, he publicly committed to their top goal.
",-1
"In some ways, that’s successful coalition-building, and what he’s done in office is just keeping his promises on judges.
",-1
"Still, it’s one thing to form an alliance with conservatives; it’s another to turn the whole process over to them.
",-1
"We don’t know to what extent Kavanaugh was Trump’s choice and to what extent he was manipulated into choosing him.
",-1
"1
",-1
"Either way, Kavanaugh was a poor choice from the point of view of good presidenting.
",-1
"The judge was certain to be a highly controversial selection from the start.
",-1
"After all, he had been a highly controversial selection for his current circuit court seat, eventually getting confirmed with only four Democratic votes after a long delay.
",-1
"Kavanaugh is a longtime Republican operative, a hard-liner during both the Vince Foster and Monica Lewinsky investigations.
",-1
"Nominating him, rather than a conservative with similar views but a different background, was bound to stir up trouble.
",-1
"It was also true, as Senate Majority Leader Mitch McConnell reportedly warned, that normal disclosure of Kavanaugh’s record, especially his service during the George W. Bush administration, was going to delay confirmation even more.
",-1
"Senate Republicans dealt with that problem by deciding to not bother with any Kavanaugh documents that couldn’t be produced rapidly, which further riled up the Democrats and gave that party some good talking points.
",-1
"2
",-1
"Sometimes it’s worth taking risks.
",-1
"Presidents who shy away from anything that’s not a sure thing can fail to exploit opportunities.
",-1
"It’s just very hard to see any upside for Trump in choosing Kavanaugh instead of a safer, but still very conservative, other option.
",-1
"3
",-1
"When serious charges of sexual misconduct were raised against Kavanaugh, Trump decided to stick with him instead of moving on to another candidate.
",-1
"Losing a high-profile fight is always going to hurt a president, which is why they should take care to avoid high-risk, low-reward conflicts.
",-1
"But there’s an art to minimizing damage.
",-1
"Whether that matters in terms of public opinion for Trump is unclear, but it certainly isn’t good for any Republican senators caught up in the middle, along with any other candidates who have had to weigh in only to find the facts as they knew them constantly changing.
",-1
"If the nomination had been pulled right after Christine Blasey Ford made her initial assertions about Kavanaugh, the public might have concluded that it wasn’t Trump’s fault that a previously unaired accusation came to light.
",-1
"Meanwhile, Trump’s behavior has been as erratic as ever.
",-1
"He sometimes praises Kavanaugh, but also let it be known that he thought the nominee had performed badly in his Fox News interview.
",-1
"The White House demanded a final up and down vote on Tuesday; by Wednesday, he was saying that the nomination would die if Kavanaugh didn’t do well before the Judiciary Committee on Thursday.
",-1
"A botched nomination matters because allies will be less likely to trust Trump, not just on Supreme Court choices, but on any initiative.
",-1
"And, for that matter, they’ll be less likely to trust him when he asserts that there’s nothing remaining for Special Counsel Robert Mueller to reveal.
",-1
"Trump’s professional reputation is already terrible, but everything counts.
",-1
"Trump is hurting himself right now, and will have hurt himself more if Kavanaugh is not confirmed.
",-1
"I've argued that too much disclosure is required, and that Democrats (and any wavering Republicans) had more than enough information to make up their mind.
",-1
"I still think that's true.
",-1
"In the event, that's not what's causing the trouble, but still it's an example of Trump taking needless risks.
",-1
"Some have speculated that Kavanaugh would be especially likely to rule in Trump's favor if any cases stemming from the Robert Mueller investigation wind up at the high court.
",-1
"Perhaps.
",-1
"And if Kavanaugh is really an outlier on that issue, then he won't be in the majority on any future decision anyway.
",-1
"So, no, I don't think there's any good reason to think Kavanaugh would be especially helpful to Trump compared to others he could have selected.
",-1
"Domestic abuse allegations against Keith Ellison cannot be substantiated, Dems' lawyer says
",-1
"A lawyer hired by Minnesota Democrats says she is unable to substantiate the accusations of domestic abuse against Rep. Keith Ellison because the lawmaker’s ex-girlfriend refused to provide video of the incident - but the findings are still being turned over to law enforcement.
",-1
"The Associated Press on Monday reported that it obtained a draft of a report written by Susan Ellingstad, a lawyer hired by Minnesota's Democratic-Farmer-Labor Party to investigate the claim against Ellison.
",-1
"""The investigation report, which was released today without our knowledge by someone outside of our organization, was unable to substantiate the claim of physical abuse made by Ms. Monahan,” DFL Chairman Ken Martin said in a statement.
",-1
"Martin said they planned to turn over the report to local law enforcement.
",-1
"“For the purpose of objectivity and getting all of the facts regarding these allegations, we have decided to forward the information in the investigation to local authorities in order to let them review the contents and determine whether further investigation is warranted,” Martin said.
",-1
"The Democratic congressman, who serves as deputy chairman of the Democratic National Committee, has denied the allegations.
",-1
"In a statement, Ellison thanked Ellingstad for conducting a ""thorough, independent, and fair review.""
",-1
"""I believe women who come forward must be heard, and to have their allegations fully investigated,"" Ellison said.
",-1
"""This is why I have complied with this investigation fully, and will do so with any other inquiries.
",-1
"... At this time, I will be focusing on the issues of this important election.""
",-1
"Ellison’s ex-girlfriend, Karen Monahan, alleged in August that Ellison dragged her off a bed by her feet while screaming obscenities at her in 2016.
",-1
"Monahan said she had video footage of the incident and levied the allegation just days ahead of a crowded Democratic primary for Minnesota attorney general that Ellison went on to win.
",-1
"The state's Democratic party launched an investigation into the claim, retaining a local attorney with links to the state party to determine whether the alleged incident took place.
",-1
"Democratic party chairman Ken Martin said last week he expected the investigation to conclude soon.
",-1
"A draft report obtained by the AP noted Monahan's shifting rationale for refusing to produce the video footage, including that it was lost, was on a USB drive in storage and would be too embarrassing and traumatic to release it.
",-1
"The Ellison accusations have put Democrats in an uncomfortable position, as they speak out on sexual misconduct claims against Supreme Court nominee Brett Kavanaugh.
",-1
"Kavanaugh denies the accusations.
",-1
"Monahan slammed the Democratic Party for its response to her allegations when compared to its treatment of Christine Blasey Ford.
",-1
"Ford has accused Kavanaugh of attempting to force himself onto her during a high school party nearly four decades ago.
",-1
"Many prominent Democrats have supported Ford’s allegations.
",-1
"“No, they don't,” Monahan tweeted in response to a question of whether the party believes women’s stories.
",-1
"“I've been smeared, threatened, isolated from my own party.
",-1
"I provided medical records from 2017, stating on two different Dr.
",-1
"Visits, I told them about the abuse and who did it.
",-1
"My therapist released records stating I have been dealing and healing from the abuse.”
",-1
"She added: “Four people, including my supervisor at the time, stated that I came to them after and shared the exact story I shared publicly, I shared multiple text between me and Keith, where I discuss the abuse with him and much more.
",-1
"As I said before, I knew I wouldn't be believed.”
",-1
"Many other Democrats and progressives – who largely stayed silent after the accusations against Ellison emerged – came out in support of Ford, including Vermont Sen. Bernie Sanders and Tom Perez, chairman of the DNC, who urged to investigate the claims and Kavanaugh.
",-1
"Monahan went to reiterate that her story has nothing to do with politics.
",-1
"“I have nothing to prove to anyone, I simply shared my story.
",-1
"People can believe it or not.
",-1
"I don’t need anyone to affirm my humanity, I affirmed it,” she wrote in another tweet.
",-1
"“Do you think a person who has dealt with any form of abuse by politicians is thinking about politics?
",-1
"No, we & are families are trying to heal.”
",-1
"The president on Monday afternoon ordered that the documents be released by the Office of the Director of National Intelligence (ODNI) and the Justice Department “[a]t the request of a number of committees of Congress, and for reasons of transparency,” according to a statement issued by White House Press Secretary Sarah Sanders.
",-1
"It is not immediately clear how and when the documents will be released, but by Monday evening, intelligence agencies said they had already begun working to prepare the documents.
",-1
"“When the President issues such an order, it triggers a declassification review process that is conducted by various agencies within the intelligence community, in conjunction with the White House Counsel, to seek to ensure the safety of America’s national security interests,” a Justice Department spokesperson said in a statement to Fox News.
",-1
"“The Department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the President’s order.”
",-1
"ODNI spokeswoman Kellie Wade also said that the agency was “working expeditiously with our interagency partners to conduct a declassification review of the documents the President has identified for declassification.”
",-1
"The documents include all FBI reports on interviews, also known as 302s, with Justice Department official Bruce Ohr and all FBI reports of interviews prepared in connection with applications to surveil Carter Page, as well as 21 pages of one renewed warrant.
",-1
"The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format.
",-1
"The June 2017 application was the last of four filed by the Justice Department in support of FISA court orders allowing the monitoring of Page for nearly a year.
",-1
"Comey was fired from the bureau in May 2017; McCabe was fired by Attorney General Jeff Sessions in March; Page left the bureau in May; and Strzok was fired last month.
",-1
"A source familiar with the timing of the declassification told Fox News they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr.
",-1
"The source added that the Justice Department is working on a ""compressed timeline"" and they expect the first release of records in days or sooner.
",-1
"Congressional Republicans are hoping the files reveal details about the start of the Russia investigation led by the FBI, which evolved into Special Counsel Robert Mueller's investigation into Russian meddling and potential collusion with Trump campaign associates during the 2016 presidential election.
",-1
"Democrats, weeks later, released their own version of the memo.
",-1
"Trump's North Korean gamble ends with 'special bond' with Kim
",-1
"But there were scant details on what new commitments had been secured from Kim, even as Trump announced he would end the regular military exercises the US conducts with South Korea.
",-1
"Whether nuclear disarmament is indeed the final outcome of Tuesday's summit won't be known for years, if not decades.
",-1
"""We both want to do something.
",-1
"We both are going to do something.
",-1
"And we have developed a very special bond,"" Trump said at the conclusion of the landmark summit.
",-1
"People are going to be very happy.""
",-1
"In exchange, Trump agreed to ""provide security guarantees"" to North Korea.
",-1
"But there was no mentioning the previous US aim of ""complete, verifiable and irreversible denuclearization.""
",-1
"And Kim's commitments did not appear to go beyond what he already pledged to do in April when he met South Korean President Moon Jae-in along their countries' border.
",-1
"Trump insisted during a news conference the agreement went further than many people expected.
",-1
"But he acknowledged the effort to rid North Korea of its nuclear arsenal was in its early stages.
",-1
"""We will do it as fast as it can mechanically and physically be done,"" he said.
",-1
"""I think our whole relationship with North Korea and the Korean Peninsula is going to be a very much different situation than it has in the past,"" Trump said during the summit.
",-1
"Later, during his news conference, Trump said Warmbier's death contributed to the summit taking place.
",-1
"""Without Otto, this would not have happened,"" Trump said.
",-1
"Trump's threats to politely walk out of the meeting if his expectations were unmet did not materialize.
",-1
"The remarks came amid an improbable series of events that few could have anticipated even three months ago.
",-1
"The unlikely images of US and North Korean counterparts engaging in friendly dialogue lent the day an air of unreality.
",-1
"In a detailed menu, the White House said the men were served Häagen-Dazs vanilla ice cream for dessert.
",-1
"Immediately after the encounter, Dennis Rodman -- one of the only Americans to have met Kim -- was openly weeping while being interviewed by CNN's Chris Cuomo.
",-1
"""Many people in the world will think of this as a (inaudible) form of fantasy ... from a science fiction movie,"" his translator was overheard saying as the two leaders walked down a white-columned colonnade.
",-1
"""We learned a lot about each other and our countries,"" Trump said.
",-1
"The day began with Trump patting Kim on the back and placing his hand on the North Korean's shoulder as they walked into their first meeting.
",-1
"Later they were seen smiling and laughing over lunch.
",-1
"The meeting came only months after the two men traded nuclear taunts, ratcheting up tensions and leading to fears of war.
",-1
"By contrast, Trump appeared to back off a military footing on Tuesday, declaring the US will stop the ""war games,"" an apparent reference to joint military exercises with South Korea that North Korea has long rebuked as provocative.
",-1
"Trump also said he hopes to eventually withdraw US forces from South Korea, but said ""that's not part of the equation right now.""
",-1
"""But that's not part of the equation right now.
",-1
"I hope it will be eventually.""
",-1
"Tuesday's meeting, convened at a luxury hotel on the island of Sentosa, came just three months after Trump accepted North Korea's invitation for talks on the spot.
",-1
"It was an extraordinarily compressed timeline for the landmark summit, which at one point was called off entirely as communication broke down between Washington and Pyongyang.
",-1
"The talks were quickly revived, leading to the highly choreographed event that unfolded Tuesday.
",-1
"After the men shook hands, they repaired inside for one-on-one talks.
",-1
"In that first meeting they were joined only by translators, a break from standard practice of having at least one aide present for high-stakes huddles.
",-1
"Later in the day, advisers joined the talks for a larger bilateral session and a working lunch.
",-1
"At the same time, he'd admitted he didn't believe he required extensive preparation to take stock of Kim.
",-1
"As part of the advance work, Trump commissioned a highly produced video meant to convince Kim to relinquish his weapons and open his country to outside investment.
",-1
"Trump showed Kim the movie on an iPad during their talks.
",-1
"He was spotted taking a moonlit stroll around the high-end Marina Bay Sands hotel and casino, owned by GOP mega-donor Sheldon Adelson, the type of glitzy development few North Koreans could ever imagine coming to their country.
",-1
"A popular public school Bible class in West Virginia faces legal challenge
",-1
"Gym is Trenton Tolliver’s favorite class.
",-1
"He gets to play matching games about Bible stories and listen to classic tales.
",-1
"Noah and the Ark is a favorite.
",-1
"Adam and Eve and the garden of Eden, of course.
",-1
"And the story about how their son Cain killed his brother, Abel.
",-1
"“That one was a little bit of a surprise,” Trenton said as he sat with his parents, Brett and Courtney Tolliver, one day this month watching his little sister’s soccer practice on a lush field in this small town in the mountains of southern West Virginia.
",-1
"This spring, Bible classes such as Trenton’s are on the minds of many here in Mercer County.
",-1
"For decades, the county’s public schools have offered a weekly Bible class during the school day — 30 minutes at the elementary level and 45 minutes in middle school.
",-1
"Bible classes on school time are a rarity in public education, but here they are a long-standing tradition.
",-1
"The program is not mandatory, but almost every child in the district attends.
",-1
"And there is widespread support for the classes: Parents and community members help raise nearly $500,000 a year to pay for the Bible in the Schools program.
",-1
"Now Bible in the Schools is facing a stiff legal challenge.
",-1
"Two county residents with school-age children argue in a lawsuit that the program violates the establishment clause of the First Amendment and the West Virginia constitution.
",-1
"Filed in January and amended last month by the Freedom From Religion Foundation, the suit charges that the Bible class “advances and endorses one religion, improperly entangles public schools in religious affairs, and violates the personal consciences of nonreligious and non-Christian parents and students.”
",-1
"Supporters are adamant that the weekly class is an elective meant to explore the history and literature of the Bible, not to promote religious belief.
",-1
"“My experience with it has been very positive.
",-1
"I’ve never known of anyone who has been pressured or felt ostracized,” said the Rev.
",-1
"David W. Dockery, senior pastor at First Baptist Church of Princeton.
",-1
"Trenton’s parents also find it hard to see why there would be objections.
",-1
"“I think it’s a great program mainly because it’s the only chance for some of these kids to even see the Bible,” said Brett Tolliver, 27.
",-1
"“More importantly, I don’t know who it harms.
",-1
"The kids aren’t forced to be there.”
",-1
"Courtney Tolliver, 26, a teacher in the district, agrees.
",-1
"“It’s not teaching religion, but it teaches character and respect and how important it is to tell the truth,” she said.
",-1
"“The kids love it and the ones who don’t participate aren’t made to feel left out.”
",-1
"But the plaintiffs in the suit and their backers argue that the program’s popularity shouldn’t matter in the face of Supreme Court rulings such as McCollum v. Board of Education in 1948 that have banned public schools from initiating or sponsoring religious activity.
",-1
"The suit alleges that the lessons in the Mercer schools are similar to what a child would hear in Sunday school and that they advocate the Ten Commandments and treat stories in the Bible as historical fact.
",-1
"The suit quotes from one lesson: “If all of the Israelites had chosen to follow the Ten Commandments, think of how safe and happy they would have been.” Another lesson asks students to imagine that humans and dinosaurs existed at the same time.
",-1
"It says: “So picture Adam being able to crawl up on the back of a dinosaur!
",-1
"He and Eve could have their own personal water slide!
",-1
"Wouldn’t that be so wild!”
",-1
"The district declined a request to observe one of the classes.
",-1
"Elizabeth Deal, who describes herself as agnostic, is one of the plaintiffs in the case.
",-1
"Her daughter attended elementary school in nearby Bluefield, but Deal kept her out of the Bible class.
",-1
"Even though the class was optional, Deal said there weren’t any alternative lessons or activities for those who opted out.
",-1
"Her daughter was told to sit in the computer lab for that half-hour and read a book.
",-1
"One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this.
",-1
"You need to be reading the Bible.”
",-1
"Eventually Deal moved her daughter to a public school a few miles away in Virginia where there is no Bible class.
",-1
"She pays an out-of-state fee of several hundred dollars, but she no longer worries about her child being taunted.
",-1
"“When something is wrong,” she said, “you have to stand up against it.”
",-1
"God is a big deal in Mercer County, home to about 125 churches that dominate the main streets of its biggest towns, Princeton (population 6,400) and Bluefield (10,400), and smaller burgs such as Athens (1,000), Bramwell (360) and Oakvale (120).
",-1
"A lot of the good jobs in the county have left — 22 percent of its 61,000 residents live below the poverty level — but the churches have stayed.
",-1
"You can find the Church of God here.
",-1
"And the Church of Christ.
",-1
"And the Church of Jesus.
",-1
"There are a couple of Catholic churches, a synagogue and a mosque, but the vast majority of houses of worship are Baptist, Methodist or Pentecostal.
",-1
"The radio in the region is filled with gospel stations, Bible talk shows and Christian rock.
",-1
"Billboards tout the Ten Commandments or offer stern messages on abortion and eternal salvation.
",-1
"Beneath a Chick-fil-A billboard in Princeton, another asks: “If you die tonight.
",-1
"Heaven or Hell?”
",-1
"The Rev.
",-1
"Ray Hurt has been the lead pastor at the Church of God in Princeton for more than two decades.
",-1
